,Disease,Description,Symptoms,Symptoms+Description
489,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
490,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
491,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
492,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
493,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
494,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
495,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
496,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
497,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
498,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
499,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
500,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
501,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
502,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
503,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
504,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
505,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
506,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
507,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
508,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
509,Psoriasis,"psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family.","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,","skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,psoriasis common skin disorder form thick, red, bumpy patch covered silvery scales. pop anywhere, appear scalp, elbows, knees, lower back. psoriasis can't passed person person. sometimes happen member family."
